"Day";"IdLabel";"block";"lockdown_type"
11;"Bat 101";1;0
11;"Bat 101";2;0
11;"Bat 101";3;0
11;"Bat 101";4;0
11;"Bat 101";5;0
11;"Bat 101";6;0
11;"Bat 101";7;1
11;"Bat 101";8;0
11;"Bat 101";9;0
11;"Bat 101";10;0
11;"Bat 101";11;1
11;"Bat 101";12;0
11;"Bat 101";13;0
11;"Bat 101";14;0
11;"Bat 101";15;2
11;"Bat 101";16;0
11;"Bat 101";17;0
11;"Bat 101";18;0
11;"Bat 101";19;0
11;"Bat 101";20;1
11;"Bat 101";21;0
11;"Bat 101";22;0
11;"Bat 101";23;0
11;"Bat 101";24;2
11;"Bat 101";25;0
11;"Bat 101";26;0
11;"Bat 101";27;0
11;"Bat 101";28;0
11;"Bat 101";29;2
11;"Bat 101";30;0
11;"Bat 101";31;0
11;"Bat 101";32;0
11;"Bat 101";33;0
11;"Bat 101";34;0
11;"Bat 101";35;1
11;"Bat 101";36;0
11;"Bat 101";37;0
11;"Bat 101";38;0
11;"Bat 101";39;0
11;"Bat 101";40;0
11;"Bat 101";41;0
11;"Bat 101";42;1
11;"Bat 101";43;0
11;"Bat 101";44;0
11;"Bat 101";45;0
11;"Bat 101";46;0
11;"Bat 101";47;2
11;"Bat 101";48;0
11;"Bat 101";49;0
11;"Bat 101";50;0
11;"Bat 101";51;0
11;"Bat 101";52;1
11;"Bat 101";53;0
11;"Bat 101";54;0
11;"Bat 101";55;0
11;"Bat 101";56;2
11;"Bat 101";57;0
11;"Bat 101";58;0
11;"Bat 101";59;0
11;"Bat 101";60;2
11;"Bat 101";61;0
11;"Bat 101";62;0
11;"Bat 101";63;0
11;"Bat 101";64;0
11;"Bat 101";65;1
11;"Bat 101";66;0
11;"Bat 101";67;0
11;"Bat 101";68;0
11;"Bat 101";69;0
11;"Bat 101";70;0
11;"Bat 101";71;0
11;"Bat 101";72;2
13;"Bat 22";1;0
13;"Bat 22";2;0
13;"Bat 22";3;0
13;"Bat 22";4;0
13;"Bat 22";5;0
13;"Bat 22";6;0
13;"Bat 22";7;1
13;"Bat 22";8;0
13;"Bat 22";9;0
13;"Bat 22";10;0
13;"Bat 22";11;1
13;"Bat 22";12;0
13;"Bat 22";13;0
13;"Bat 22";14;0
13;"Bat 22";15;2
13;"Bat 22";16;0
13;"Bat 22";17;0
13;"Bat 22";18;0
13;"Bat 22";19;0
13;"Bat 22";20;1
13;"Bat 22";21;0
13;"Bat 22";22;0
13;"Bat 22";23;0
13;"Bat 22";24;2
13;"Bat 22";25;0
13;"Bat 22";26;0
13;"Bat 22";27;0
13;"Bat 22";28;0
13;"Bat 22";29;2
13;"Bat 22";30;0
13;"Bat 22";31;0
13;"Bat 22";32;0
13;"Bat 22";33;0
13;"Bat 22";34;0
13;"Bat 22";35;1
13;"Bat 22";36;0
13;"Bat 22";37;0
13;"Bat 22";38;0
13;"Bat 22";39;0
13;"Bat 22";40;0
13;"Bat 22";41;0
13;"Bat 22";42;1
13;"Bat 22";43;0
13;"Bat 22";44;0
13;"Bat 22";45;0
13;"Bat 22";46;0
13;"Bat 22";47;2
13;"Bat 22";48;0
13;"Bat 22";49;0
13;"Bat 22";50;0
13;"Bat 22";51;0
13;"Bat 22";52;1
13;"Bat 22";53;0
13;"Bat 22";54;0
13;"Bat 22";55;0
13;"Bat 22";56;2
13;"Bat 22";57;0
13;"Bat 22";58;0
13;"Bat 22";59;0
13;"Bat 22";60;2
13;"Bat 22";61;0
13;"Bat 22";62;0
13;"Bat 22";63;0
13;"Bat 22";64;0
13;"Bat 22";65;1
13;"Bat 22";66;0
13;"Bat 22";67;0
13;"Bat 22";68;0
13;"Bat 22";69;0
13;"Bat 33";1;0
13;"Bat 33";2;0
13;"Bat 33";3;0
13;"Bat 33";4;0
13;"Bat 33";5;0
13;"Bat 33";6;0
13;"Bat 33";7;1
13;"Bat 33";8;0
13;"Bat 33";9;0
13;"Bat 33";10;0
13;"Bat 33";11;1
13;"Bat 33";12;0
13;"Bat 33";13;0
13;"Bat 33";14;0
13;"Bat 33";15;2
13;"Bat 33";16;0
13;"Bat 33";17;0
13;"Bat 33";18;0
13;"Bat 33";19;0
13;"Bat 33";20;1
13;"Bat 33";21;0
13;"Bat 33";22;0
13;"Bat 33";23;0
13;"Bat 33";24;2
13;"Bat 33";25;0
13;"Bat 33";26;0
13;"Bat 33";27;0
13;"Bat 33";28;0
13;"Bat 33";29;2
13;"Bat 33";30;0
13;"Bat 33";31;0
13;"Bat 33";32;0
13;"Bat 33";33;0
13;"Bat 33";34;0
13;"Bat 33";35;1
13;"Bat 33";36;0
13;"Bat 33";37;0
13;"Bat 33";38;0
13;"Bat 33";39;0
13;"Bat 33";40;0
13;"Bat 33";41;0
13;"Bat 33";42;1
13;"Bat 33";43;0
13;"Bat 33";44;0
13;"Bat 33";45;0
13;"Bat 33";46;0
13;"Bat 33";47;2
13;"Bat 33";48;0
13;"Bat 33";49;0
13;"Bat 33";50;0
13;"Bat 33";51;0
13;"Bat 33";52;1
13;"Bat 33";53;0
13;"Bat 33";54;0
13;"Bat 33";55;0
13;"Bat 33";56;2
13;"Bat 33";57;0
13;"Bat 33";58;0
13;"Bat 33";59;0
13;"Bat 33";60;2
13;"Bat 33";61;0
13;"Bat 33";62;0
13;"Bat 33";63;0
13;"Bat 33";64;0
13;"Bat 33";65;1
13;"Bat 33";66;0
13;"Bat 33";67;0
14;"Bat 22";1;0
14;"Bat 22";2;0
14;"Bat 22";3;0
14;"Bat 22";4;0
14;"Bat 22";5;0
14;"Bat 22";6;0
14;"Bat 22";7;1
14;"Bat 22";8;0
14;"Bat 22";9;0
14;"Bat 22";10;0
14;"Bat 22";11;1
14;"Bat 22";12;0
14;"Bat 22";13;0
14;"Bat 22";14;0
14;"Bat 22";15;2
14;"Bat 22";16;0
14;"Bat 22";17;0
14;"Bat 22";18;0
14;"Bat 22";19;0
14;"Bat 22";20;1
14;"Bat 22";21;0
14;"Bat 22";22;0
14;"Bat 22";23;0
14;"Bat 22";24;2
14;"Bat 22";25;0
14;"Bat 22";26;0
14;"Bat 22";27;0
14;"Bat 22";28;0
14;"Bat 22";29;2
14;"Bat 22";30;0
14;"Bat 22";31;0
14;"Bat 22";32;0
14;"Bat 22";33;0
14;"Bat 22";34;0
14;"Bat 22";35;1
14;"Bat 22";36;0
14;"Bat 22";37;0
14;"Bat 22";38;0
14;"Bat 22";39;0
14;"Bat 22";40;0
14;"Bat 22";41;0
14;"Bat 22";42;1
14;"Bat 22";43;0
14;"Bat 22";44;0
14;"Bat 22";45;0
14;"Bat 22";46;0
14;"Bat 22";47;2
14;"Bat 22";48;0
14;"Bat 22";49;0
14;"Bat 22";50;0
14;"Bat 22";51;0
14;"Bat 22";52;1
14;"Bat 22";53;0
14;"Bat 22";54;0
14;"Bat 22";55;0
14;"Bat 22";56;2
14;"Bat 22";57;0
14;"Bat 22";58;0
14;"Bat 22";59;0
14;"Bat 22";60;2
14;"Bat 22";61;0
14;"Bat 22";62;0
14;"Bat 22";63;0
14;"Bat 22";64;0
14;"Bat 22";65;1
14;"Bat 22";66;0
14;"Bat 22";67;0
14;"Bat 22";68;0
14;"Bat 22";69;0
14;"Bat 33";1;0
14;"Bat 33";2;0
14;"Bat 33";3;0
14;"Bat 33";4;0
14;"Bat 33";5;0
14;"Bat 33";6;0
14;"Bat 33";7;1
14;"Bat 33";8;0
14;"Bat 33";9;0
14;"Bat 33";10;0
14;"Bat 33";11;1
14;"Bat 33";12;0
14;"Bat 33";13;0
14;"Bat 33";14;0
14;"Bat 33";15;2
14;"Bat 33";16;0
14;"Bat 33";17;0
14;"Bat 33";18;0
14;"Bat 33";19;0
14;"Bat 33";20;1
14;"Bat 33";21;0
14;"Bat 33";22;0
14;"Bat 33";23;0
14;"Bat 33";24;2
14;"Bat 33";25;0
14;"Bat 33";26;0
14;"Bat 33";27;0
14;"Bat 33";28;0
14;"Bat 33";29;2
14;"Bat 33";30;0
14;"Bat 33";31;0
14;"Bat 33";32;0
14;"Bat 33";33;0
14;"Bat 33";34;0
14;"Bat 33";35;1
14;"Bat 33";36;0
14;"Bat 33";37;0
14;"Bat 33";38;0
14;"Bat 33";39;0
14;"Bat 33";40;0
14;"Bat 33";41;0
14;"Bat 33";42;1
14;"Bat 33";43;0
14;"Bat 33";44;0
14;"Bat 33";45;0
14;"Bat 33";46;0
14;"Bat 33";47;2
14;"Bat 33";48;0
14;"Bat 33";49;0
14;"Bat 33";50;0
14;"Bat 33";51;0
14;"Bat 33";52;1
14;"Bat 33";53;0
14;"Bat 33";54;0
14;"Bat 33";55;0
14;"Bat 33";56;2
14;"Bat 33";57;0
14;"Bat 33";58;0
14;"Bat 33";59;0
14;"Bat 33";60;2
14;"Bat 33";61;0
14;"Bat 33";62;0
14;"Bat 33";63;0
14;"Bat 33";64;0
14;"Bat 33";65;1
14;"Bat 33";66;0
14;"Bat 33";67;0
14;"Bat 33";68;0
14;"Bat 33";69;0
14;"Bat 58";1;0
14;"Bat 58";2;0
14;"Bat 58";3;0
14;"Bat 58";4;0
14;"Bat 58";5;0
14;"Bat 58";6;0
14;"Bat 58";7;1
14;"Bat 58";8;0
14;"Bat 58";9;0
14;"Bat 58";10;0
14;"Bat 58";11;1
14;"Bat 58";12;0
14;"Bat 58";13;0
14;"Bat 58";14;0
14;"Bat 58";15;2
14;"Bat 58";16;0
14;"Bat 58";17;0
14;"Bat 58";18;0
14;"Bat 58";19;0
14;"Bat 58";20;1
14;"Bat 58";21;0
14;"Bat 58";22;0
14;"Bat 58";23;0
14;"Bat 58";24;2
14;"Bat 58";25;0
14;"Bat 58";26;0
14;"Bat 58";27;0
14;"Bat 58";28;0
14;"Bat 58";29;2
14;"Bat 58";30;0
14;"Bat 58";31;0
14;"Bat 58";32;0
14;"Bat 58";33;0
14;"Bat 58";34;0
14;"Bat 58";35;1
14;"Bat 58";36;0
14;"Bat 58";37;0
14;"Bat 58";38;0
14;"Bat 58";39;0
14;"Bat 58";40;0
14;"Bat 58";41;0
14;"Bat 58";42;1
14;"Bat 58";43;0
14;"Bat 58";44;0
14;"Bat 58";45;0
14;"Bat 58";46;0
14;"Bat 58";47;2
14;"Bat 58";48;0
14;"Bat 58";49;0
14;"Bat 58";50;0
14;"Bat 58";51;0
14;"Bat 58";52;1
14;"Bat 58";53;0
14;"Bat 58";54;0
14;"Bat 58";55;0
14;"Bat 58";56;2
14;"Bat 58";57;0
14;"Bat 58";58;0
14;"Bat 58";59;0
14;"Bat 58";60;2
14;"Bat 58";61;0
14;"Bat 58";62;0
14;"Bat 58";63;0
14;"Bat 58";64;0
14;"Bat 94";1;0
14;"Bat 94";2;0
14;"Bat 94";3;0
14;"Bat 94";4;0
14;"Bat 94";5;0
14;"Bat 94";6;0
14;"Bat 94";7;1
14;"Bat 94";8;0
14;"Bat 94";9;0
14;"Bat 94";10;0
14;"Bat 94";11;1
14;"Bat 94";12;0
14;"Bat 94";13;0
14;"Bat 94";14;0
14;"Bat 94";15;2
14;"Bat 94";16;0
14;"Bat 94";17;0
14;"Bat 94";18;0
14;"Bat 94";19;0
14;"Bat 94";20;1
14;"Bat 94";21;0
14;"Bat 94";22;0
14;"Bat 94";23;0
14;"Bat 94";24;2
14;"Bat 94";25;0
14;"Bat 94";26;0
14;"Bat 94";27;0
14;"Bat 94";28;0
14;"Bat 94";29;2
14;"Bat 94";30;0
14;"Bat 94";31;0
14;"Bat 94";32;0
14;"Bat 94";33;0
14;"Bat 94";34;0
14;"Bat 94";35;1
14;"Bat 94";36;0
14;"Bat 94";37;0
14;"Bat 94";38;0
14;"Bat 94";39;0
14;"Bat 94";40;0
14;"Bat 94";41;0
14;"Bat 94";42;1
14;"Bat 94";43;0
14;"Bat 94";44;0
14;"Bat 94";45;0
14;"Bat 94";46;0
14;"Bat 94";47;2
14;"Bat 94";48;0
14;"Bat 94";49;0
14;"Bat 94";50;0
14;"Bat 94";51;0
14;"Bat 94";52;1
14;"Bat 94";53;0
15;"Bat 22";1;0
15;"Bat 22";2;0
15;"Bat 22";3;0
15;"Bat 22";4;0
15;"Bat 22";5;0
15;"Bat 22";6;0
15;"Bat 22";7;1
15;"Bat 22";8;0
15;"Bat 22";9;0
15;"Bat 22";10;0
15;"Bat 22";11;1
15;"Bat 22";12;0
15;"Bat 22";13;0
15;"Bat 22";14;0
15;"Bat 22";15;2
15;"Bat 22";16;0
15;"Bat 22";17;0
15;"Bat 22";18;0
15;"Bat 22";19;0
15;"Bat 22";20;1
15;"Bat 22";21;0
15;"Bat 22";22;0
15;"Bat 22";23;0
15;"Bat 22";24;2
15;"Bat 22";25;0
15;"Bat 22";26;0
15;"Bat 22";27;0
15;"Bat 22";28;0
15;"Bat 22";29;2
15;"Bat 22";30;0
15;"Bat 22";31;0
15;"Bat 22";32;0
15;"Bat 22";33;0
15;"Bat 22";34;0
15;"Bat 22";35;1
15;"Bat 22";36;0
15;"Bat 22";37;0
15;"Bat 22";38;0
15;"Bat 22";39;0
15;"Bat 22";40;0
15;"Bat 22";41;0
15;"Bat 22";42;1
15;"Bat 22";43;0
15;"Bat 22";44;0
15;"Bat 22";45;0
15;"Bat 22";46;0
15;"Bat 22";47;2
15;"Bat 22";48;0
15;"Bat 22";49;0
15;"Bat 22";50;0
15;"Bat 22";51;0
15;"Bat 22";52;1
15;"Bat 22";53;0
15;"Bat 22";54;0
15;"Bat 22";55;0
15;"Bat 22";56;2
15;"Bat 22";57;0
15;"Bat 22";58;0
15;"Bat 22";59;0
15;"Bat 22";60;2
15;"Bat 22";61;0
15;"Bat 33";1;0
15;"Bat 33";2;0
15;"Bat 33";3;0
15;"Bat 33";4;0
15;"Bat 33";5;0
15;"Bat 33";6;0
15;"Bat 33";7;1
15;"Bat 33";8;0
15;"Bat 33";9;0
15;"Bat 33";10;0
15;"Bat 33";11;1
15;"Bat 33";12;0
15;"Bat 33";13;0
15;"Bat 33";14;0
15;"Bat 33";15;2
15;"Bat 33";16;0
15;"Bat 33";17;0
15;"Bat 33";18;0
15;"Bat 33";19;0
15;"Bat 33";20;1
15;"Bat 33";21;0
15;"Bat 33";22;0
15;"Bat 33";23;0
15;"Bat 33";24;2
15;"Bat 33";25;0
15;"Bat 33";26;0
15;"Bat 33";27;0
15;"Bat 33";28;0
15;"Bat 33";29;2
15;"Bat 33";30;0
15;"Bat 33";31;0
15;"Bat 33";32;0
15;"Bat 33";33;0
15;"Bat 33";34;0
15;"Bat 33";35;1
15;"Bat 33";36;0
15;"Bat 33";37;0
15;"Bat 33";38;0
15;"Bat 33";39;0
15;"Bat 33";40;0
15;"Bat 33";41;0
15;"Bat 33";42;1
15;"Bat 33";43;0
15;"Bat 33";44;0
15;"Bat 33";45;0
15;"Bat 33";46;0
15;"Bat 33";47;2
15;"Bat 33";48;0
15;"Bat 33";49;0
15;"Bat 33";50;0
15;"Bat 33";51;0
15;"Bat 33";52;1
15;"Bat 33";53;0
15;"Bat 33";54;0
15;"Bat 33";55;0
15;"Bat 33";56;2
15;"Bat 33";57;0
15;"Bat 33";58;0
15;"Bat 33";59;0
15;"Bat 33";60;2
15;"Bat 33";61;0
15;"Bat 33";62;0
15;"Bat 33";63;0
15;"Bat 33";64;0
15;"Bat 33";65;1
15;"Bat 33";66;0
15;"Bat 33";67;0
15;"Bat 58";1;0
15;"Bat 58";2;0
15;"Bat 58";3;0
15;"Bat 58";4;0
15;"Bat 58";5;0
15;"Bat 58";6;0
15;"Bat 58";7;1
15;"Bat 58";8;0
15;"Bat 58";9;0
15;"Bat 58";10;0
15;"Bat 58";11;1
15;"Bat 58";12;0
15;"Bat 58";13;0
15;"Bat 58";14;0
15;"Bat 58";15;2
15;"Bat 58";16;0
15;"Bat 58";17;0
15;"Bat 58";18;0
15;"Bat 58";19;0
15;"Bat 58";20;1
15;"Bat 58";21;0
15;"Bat 58";22;0
15;"Bat 58";23;0
15;"Bat 58";24;2
15;"Bat 58";25;0
15;"Bat 58";26;0
15;"Bat 58";27;0
15;"Bat 58";28;0
15;"Bat 58";29;2
15;"Bat 58";30;0
15;"Bat 58";31;0
15;"Bat 58";32;0
15;"Bat 58";33;0
15;"Bat 58";34;0
15;"Bat 58";35;1
15;"Bat 58";36;0
15;"Bat 58";37;0
15;"Bat 58";38;0
15;"Bat 58";39;0
15;"Bat 58";40;0
15;"Bat 58";41;0
15;"Bat 58";42;1
15;"Bat 58";43;0
15;"Bat 58";44;0
15;"Bat 58";45;0
15;"Bat 58";46;0
15;"Bat 58";47;2
15;"Bat 58";48;0
15;"Bat 58";49;0
15;"Bat 58";50;0
15;"Bat 58";51;0
15;"Bat 58";52;1
15;"Bat 58";53;0
15;"Bat 58";54;0
15;"Bat 58";55;0
15;"Bat 58";56;2
15;"Bat 58";57;0
15;"Bat 58";58;0
15;"Bat 58";59;0
15;"Bat 58";60;2
15;"Bat 58";61;0
15;"Bat 58";62;0
15;"Bat 58";63;0
15;"Bat 58";64;0
15;"Bat 58";65;1
15;"Bat 58";66;0
15;"Bat 58";67;0
15;"Bat 58";68;0
15;"Bat 94";1;0
15;"Bat 94";2;0
15;"Bat 94";3;0
15;"Bat 94";4;0
15;"Bat 94";5;0
15;"Bat 94";6;0
15;"Bat 94";7;1
15;"Bat 94";8;0
15;"Bat 94";9;0
15;"Bat 94";10;0
15;"Bat 94";11;1
15;"Bat 94";12;0
15;"Bat 94";13;0
15;"Bat 94";14;0
15;"Bat 94";15;2
15;"Bat 94";16;0
15;"Bat 94";17;0
15;"Bat 94";18;0
15;"Bat 94";19;0
15;"Bat 94";20;1
15;"Bat 94";21;0
15;"Bat 94";22;0
15;"Bat 94";23;0
15;"Bat 94";24;2
15;"Bat 94";25;0
15;"Bat 94";26;0
15;"Bat 94";27;0
15;"Bat 94";28;0
15;"Bat 94";29;2
15;"Bat 94";30;0
15;"Bat 94";31;0
15;"Bat 94";32;0
15;"Bat 94";33;0
15;"Bat 94";34;0
15;"Bat 94";35;1
15;"Bat 94";36;0
15;"Bat 94";37;0
15;"Bat 94";38;0
15;"Bat 94";39;0
15;"Bat 94";40;0
15;"Bat 94";41;0
15;"Bat 94";42;1
15;"Bat 94";43;0
15;"Bat 94";44;0
15;"Bat 94";45;0
15;"Bat 94";46;0
15;"Bat 94";47;2
15;"Bat 94";48;0
15;"Bat 94";49;0
15;"Bat 94";50;0
15;"Bat 94";51;0
15;"Bat 94";52;1
15;"Bat 94";53;0
15;"Bat 94";54;0
15;"Bat 94";55;0
15;"Bat 94";56;2
15;"Bat 94";57;0
16;"Bat 58";1;0
16;"Bat 58";2;0
16;"Bat 58";3;0
16;"Bat 58";4;0
16;"Bat 58";5;0
16;"Bat 58";6;0
16;"Bat 58";7;1
16;"Bat 58";8;0
16;"Bat 58";9;0
16;"Bat 58";10;0
16;"Bat 58";11;1
16;"Bat 58";12;0
16;"Bat 58";13;0
16;"Bat 58";14;0
16;"Bat 58";15;2
16;"Bat 58";16;0
16;"Bat 58";17;0
16;"Bat 58";18;0
16;"Bat 58";19;0
16;"Bat 58";20;1
16;"Bat 58";21;0
16;"Bat 58";22;0
16;"Bat 58";23;0
16;"Bat 58";24;2
16;"Bat 58";25;0
16;"Bat 58";26;0
16;"Bat 58";27;0
16;"Bat 58";28;0
16;"Bat 58";29;2
16;"Bat 58";30;0
16;"Bat 58";31;0
16;"Bat 58";32;0
16;"Bat 58";33;0
16;"Bat 58";34;0
16;"Bat 58";35;1
16;"Bat 58";36;0
16;"Bat 58";37;0
16;"Bat 58";38;0
16;"Bat 58";39;0
16;"Bat 58";40;0
16;"Bat 58";41;0
16;"Bat 58";42;1
16;"Bat 58";43;0
16;"Bat 58";44;0
16;"Bat 58";45;0
16;"Bat 58";46;0
16;"Bat 58";47;2
16;"Bat 58";48;0
16;"Bat 58";49;0
16;"Bat 58";50;0
16;"Bat 58";51;0
16;"Bat 58";52;1
16;"Bat 58";53;0
16;"Bat 58";54;0
16;"Bat 58";55;0
16;"Bat 58";56;2
16;"Bat 58";57;0
16;"Bat 58";58;0
16;"Bat 58";59;0
16;"Bat 58";60;2
16;"Bat 58";61;0
16;"Bat 58";62;0
16;"Bat 58";63;0
16;"Bat 58";64;0
16;"Bat 58";65;1
16;"Bat 58";66;0
16;"Bat 58";67;0
16;"Bat 94";1;0
16;"Bat 94";2;0
16;"Bat 94";3;0
16;"Bat 94";4;0
16;"Bat 94";5;0
16;"Bat 94";6;0
16;"Bat 94";7;1
16;"Bat 94";8;0
16;"Bat 94";9;0
16;"Bat 94";10;0
16;"Bat 94";11;1
16;"Bat 94";12;0
16;"Bat 94";13;0
16;"Bat 94";14;0
16;"Bat 94";15;2
16;"Bat 94";16;0
16;"Bat 94";17;0
16;"Bat 94";18;0
16;"Bat 94";19;0
16;"Bat 94";20;1
16;"Bat 94";21;0
16;"Bat 94";22;0
16;"Bat 94";23;0
16;"Bat 94";24;2
16;"Bat 94";25;0
16;"Bat 94";26;0
16;"Bat 94";27;0
16;"Bat 94";28;0
16;"Bat 94";29;2
16;"Bat 94";30;0
16;"Bat 94";31;0
16;"Bat 94";32;0
16;"Bat 94";33;0
16;"Bat 94";34;0
16;"Bat 94";35;1
16;"Bat 94";36;0
16;"Bat 94";37;0
16;"Bat 94";38;0
16;"Bat 94";39;0
16;"Bat 94";40;0
16;"Bat 94";41;0
16;"Bat 94";42;1
16;"Bat 94";43;0
16;"Bat 94";44;0
16;"Bat 94";45;0
16;"Bat 94";46;0
16;"Bat 94";47;2
16;"Bat 94";48;0
16;"Bat 94";49;0
16;"Bat 94";50;0
16;"Bat 94";51;0
16;"Bat 94";52;1
16;"Bat 94";53;0
16;"Bat 94";54;0
16;"Bat 94";55;0
16;"Bat 94";56;2
16;"Bat 94";57;0
16;"Bat 94";58;0
19;"Bat 106";1;0
19;"Bat 106";2;0
19;"Bat 106";3;0
19;"Bat 106";4;0
19;"Bat 106";5;0
19;"Bat 106";6;0
19;"Bat 106";7;1
19;"Bat 106";8;0
19;"Bat 106";9;0
19;"Bat 106";10;0
19;"Bat 106";11;1
19;"Bat 106";12;0
19;"Bat 106";13;0
19;"Bat 106";14;0
19;"Bat 106";15;2
19;"Bat 106";16;0
19;"Bat 106";17;0
19;"Bat 106";18;0
19;"Bat 106";19;0
19;"Bat 106";20;1
19;"Bat 106";21;0
19;"Bat 106";22;0
19;"Bat 106";23;0
19;"Bat 106";24;2
19;"Bat 106";25;0
19;"Bat 106";26;0
19;"Bat 106";27;0
19;"Bat 106";28;0
19;"Bat 106";29;2
19;"Bat 106";30;0
19;"Bat 106";31;0
19;"Bat 106";32;0
19;"Bat 106";33;0
19;"Bat 106";34;0
19;"Bat 106";35;1
19;"Bat 106";36;0
19;"Bat 106";37;0
19;"Bat 106";38;0
19;"Bat 106";39;0
19;"Bat 106";40;0
19;"Bat 106";41;0
19;"Bat 106";42;1
19;"Bat 106";43;0
19;"Bat 106";44;0
19;"Bat 106";45;0
19;"Bat 106";46;0
19;"Bat 106";47;2
19;"Bat 106";48;0
19;"Bat 106";49;0
19;"Bat 106";50;0
19;"Bat 106";51;0
19;"Bat 106";52;1
19;"Bat 106";53;0
19;"Bat 106";54;0
19;"Bat 106";55;0
19;"Bat 106";56;2
19;"Bat 106";57;0
19;"Bat 106";58;0
19;"Bat 106";59;0
19;"Bat 106";60;2
19;"Bat 106";61;0
19;"Bat 106";62;0
19;"Bat 106";63;0
19;"Bat 106";64;0
19;"Bat 106";65;1
19;"Bat 106";66;0
19;"Bat 106";67;0
19;"Bat 106";68;0
19;"Bat 106";69;0
20;"Bat 106";1;0
20;"Bat 106";2;0
20;"Bat 106";3;0
20;"Bat 106";4;0
20;"Bat 106";5;0
20;"Bat 106";6;0
20;"Bat 106";7;1
20;"Bat 106";8;0
20;"Bat 106";9;0
20;"Bat 106";10;0
20;"Bat 106";11;1
20;"Bat 106";12;0
20;"Bat 106";13;0
20;"Bat 106";14;0
20;"Bat 106";15;2
20;"Bat 106";16;0
20;"Bat 106";17;0
20;"Bat 106";18;0
20;"Bat 106";19;0
20;"Bat 106";20;1
20;"Bat 106";21;0
20;"Bat 106";22;0
20;"Bat 106";23;0
20;"Bat 106";24;2
20;"Bat 106";25;0
20;"Bat 106";26;0
20;"Bat 106";27;0
20;"Bat 106";28;0
20;"Bat 106";29;2
20;"Bat 106";30;0
20;"Bat 106";31;0
20;"Bat 106";32;0
20;"Bat 106";33;0
20;"Bat 106";34;0
20;"Bat 106";35;1
20;"Bat 106";36;0
20;"Bat 106";37;0
20;"Bat 106";38;0
20;"Bat 106";39;0
20;"Bat 106";40;0
20;"Bat 106";41;0
20;"Bat 106";42;1
20;"Bat 106";43;0
20;"Bat 106";44;0
20;"Bat 106";45;0
20;"Bat 106";46;0
20;"Bat 106";47;2
20;"Bat 106";48;0
20;"Bat 106";49;0
20;"Bat 106";50;0
20;"Bat 106";51;0
20;"Bat 106";52;1
20;"Bat 106";53;0
20;"Bat 106";54;0
20;"Bat 106";55;0
20;"Bat 106";56;2
20;"Bat 106";57;0
20;"Bat 106";58;0
20;"Bat 106";59;0
20;"Bat 106";60;2
20;"Bat 106";61;0
20;"Bat 106";62;0
20;"Bat 106";63;0
20;"Bat 106";64;0
20;"Bat 106";65;1
21;"Bat 106";1;0
21;"Bat 106";2;0
21;"Bat 106";3;0
21;"Bat 106";4;0
21;"Bat 106";5;0
21;"Bat 106";6;0
21;"Bat 106";7;1
21;"Bat 106";8;0
21;"Bat 106";9;0
21;"Bat 106";10;0
21;"Bat 106";11;1
21;"Bat 106";12;0
21;"Bat 106";13;0
21;"Bat 106";14;0
21;"Bat 106";15;2
21;"Bat 106";16;0
21;"Bat 106";17;0
21;"Bat 106";18;0
21;"Bat 106";19;0
21;"Bat 106";20;1
21;"Bat 106";21;0
21;"Bat 106";22;0
21;"Bat 106";23;0
21;"Bat 106";24;2
21;"Bat 106";25;0
21;"Bat 106";26;0
21;"Bat 106";27;0
21;"Bat 106";28;0
21;"Bat 106";29;2
21;"Bat 106";30;0
21;"Bat 106";31;0
21;"Bat 106";32;0
21;"Bat 106";33;0
21;"Bat 106";34;0
21;"Bat 106";35;1
21;"Bat 106";36;0
21;"Bat 106";37;0
21;"Bat 106";38;0
21;"Bat 106";39;0
21;"Bat 106";40;0
21;"Bat 106";41;0
21;"Bat 106";42;1
21;"Bat 106";43;0
21;"Bat 106";44;0
21;"Bat 106";45;0
21;"Bat 106";46;0
21;"Bat 106";47;2
21;"Bat 106";48;0
21;"Bat 106";49;0
21;"Bat 106";50;0
21;"Bat 106";51;0
21;"Bat 106";52;1
21;"Bat 106";53;0
21;"Bat 106";54;0
21;"Bat 106";55;0
21;"Bat 106";56;2
21;"Bat 106";57;0
21;"Bat 106";58;0
21;"Bat 106";59;0
21;"Bat 106";60;2
21;"Bat 106";61;0
21;"Bat 106";62;0
21;"Bat 106";63;0
21;"Bat 106";64;0
21;"Bat 110";1;0
21;"Bat 110";2;0
21;"Bat 110";3;0
21;"Bat 110";4;0
21;"Bat 110";5;0
21;"Bat 110";6;0
21;"Bat 110";7;1
21;"Bat 110";8;0
21;"Bat 110";9;0
21;"Bat 110";10;0
21;"Bat 110";11;1
21;"Bat 110";12;0
21;"Bat 110";13;0
21;"Bat 110";14;0
21;"Bat 110";15;2
21;"Bat 110";16;0
21;"Bat 110";17;0
21;"Bat 110";18;0
21;"Bat 110";19;0
21;"Bat 110";20;1
21;"Bat 110";21;0
21;"Bat 110";22;0
21;"Bat 110";23;0
21;"Bat 110";24;2
21;"Bat 110";25;0
21;"Bat 110";26;0
21;"Bat 110";27;0
21;"Bat 110";28;0
21;"Bat 110";29;2
21;"Bat 110";30;0
21;"Bat 110";31;0
21;"Bat 110";32;0
21;"Bat 110";33;0
21;"Bat 110";34;0
21;"Bat 110";35;1
21;"Bat 110";36;0
